frase,criterio,gpt,cohreForAi,NousResearch,Meta_llama,Google,Mixtrail,Zephyr-orpo,Copilot,Mistral,Mila,Sasha,Ari
21,7,0,3,0,0,7,0,0,8,0,0,0,0
22,7,10,7,5,9,0,0,0,10,8,9,0,0
23,7,0,6,0,9,9,0,0,9,0,8,2,3
24,7,0,4,0,0,9,10,0,9,5,0,0,0
25,7,0,3,0,0,9,0,0,10,10,0,0,0
26,7,0,4,0,0,9,0,0,3,0,0,0,0
27,7,0,5,0,9,9,7,0,9,3,8,0,0
28,7,0,4,0,0,9,0,0,9,8,0,0,0
29,7,8,5,0,0,9,0,0,9,8,0,0,0
30,7,8,4,0,0,9,0,0,0,1,0,0,0
31,7,0,5,0,8,10,5,0,9,0,2,2,0
32,7,0,5,0,9,0,0,0,9,0,3,1,0
33,7,9,7,0,9,0,0,0,9,9,10,0,8
34,7,8,7,0,9,9,3,0,8,1,10,0,8
35,7,8,8,0,9,9,0,0,9,10,7,0,1
36,7,0,1,0,0,7,0,0,9,0,0,0,0
37,7,8,6,0,8,9,7,0,9,8,3,0,1
38,7,2,5,0,8,3,0,0,0,0,1,0,1
39,7,2,4,0,5,7,0,0,9,0,0,0,0
40,7,0,2,0,0,8,0,0,9,0,0,0,0
41,7,0,2,0,0,8,0,0,0,0,0,0,0
42,7,0,2,0,0,8,0,0,8,0,0,0,0
43,7,0,2,0,0,8,0,0,9,0,0,0,0
44,7,0,5,0,2,8,0,0,4,0,0,0,0
45,7,0,5,0,8,8,3,0,10,0,6,0,0
46,7,0,5,0,0,8,0,0,9,0,2,0,0
47,7,0,3,0,0,8,0,0,9,0,0,0,0
48,7,2,4,0,0,8,0,0,9,0,0,0,0
49,7,2,4,0,0,7,0,0,9,9,0,0,0
50,7,2,4,0,0,8,0,0,9,0,0,0,0
51,7,1,4,0,0,8,0,0,0,0,0,0,0
52,7,0,3,0,0,8,0,0,3,0,0,0,0
53,7,0,4,5,0,9,0,0,1,0,0,0,0
54,7,0,3,0,0,8,0,0,9,0,0,0,0
55,7,0,4,5,0,9,0,0,9,0,0,0,0
56,7,1,4,5,0,9,0,0,8,0,8,8,4
57,7,2,4,5,3,8,0,0,9,0,10,10,5
58,7,0,5,5,3,8,0,0,9,0,0,0,0
59,7,1,5,5,4,7,0,0,9,0,0,0,0
60,7,0,5,5,4,8,0,0,9,0,2,0,3
61,7,0,5,5,0,7,0,0,3,0,0,0,1
62,7,0,6,5,0,7,0,0,9,0,0,0,0
63,7,0,5,5,0,7,0,0,9,0,0,0,0
64,7,1,5,5,8,7,0,0,9,0,9,8,0
65,7,0,5,5,3,6,0,0,9,0,1,1,0
66,7,5,4,5,5,6,0,0,9,0,0,0,0
67,7,5,5,5,2,7,0,0,0,0,0,0,0
68,7,5,6,5,0,6,1,0,9,3,3,0,1
69,7,0,4,5,0,7,0,0,9,0,0,0,0
70,7,0,5,5,0,7,0,0,9,0,0,0,0
71,7,0,3,5,0,9,0,0,9,0,0,0,0
72,7,0,5,5,6,10,0,0,8,0,1,0,0
73,7,0,5,5,2,8,0,0,9,0,0,0,0
74,7,0,5,5,2,8,0,0,9,0,0,0,0
75,7,0,5,5,0,10,1,0,9,0,0,0,0
76,7,0,4,5,0,8,0,0,10,0,0,0,0
77,7,0,4,5,0,8,0,0,9,0,0,0,0
78,7,0,0,5,0,8,0,0,9,0,3,0,0
79,7,0,0,5,0,8,1,0,9,0,0,0,0
1,8,0,1,0,0,7,0,0,8,5,0,0,0
2,8,0,1,0,0,9,0,0,2,3,0,0,0
3,8,0,1,0,0,8,0,0,2,0,0,0,0
4,8,0,1,0,0,7,0,0,2,2,0,0,0
5,8,0,1,0,0,9,0,0,1,0,0,0,0
6,8,0,3,0,8,9,0,0,2,0,0,0,0
7,8,8,5,0,8,8,5,0,9,0,4,3,5
8,8,0,2,0,4,8,0,0,8,0,0,0,0
9,8,0,2,0,3,8,0,0,0,0,0,0,0
10,8,0,3,0,8,8,0,0,0,0,0,0,0
11,8,10,8,0,9,8,10,8,10,0,10,10,2
12,8,0,6,0,9,9,0,8,9,1,0,6,3
13,8,0,3,0,9,9,0,0,10,0,8,1,3
14,8,0,2,0,0,9,0,0,10,0,0,0,0
15,8,0,4,0,8,9,0,0,9,0,0,0,0
16,8,0,6,5,8,9,0,0,9,0,0,0,1
17,8,0,4,5,0,9,0,0,10,0,0,0,0
18,8,0,4,0,0,8,0,0,9,0,0,0,0
19,8,0,3,0,0,8,0,0,8,0,0,0,0
20,8,0,2,0,0,8,0,0,9,0,0,0,0
21,8,0,3,5,0,8,0,0,7,0,0,0,0
22,8,10,7,0,9,0,0,0,10,9,10,10,5
23,8,0,6,0,9,9,0,0,8,0,5,5,0
24,8,0,4,5,0,8,0,0,9,2,0,0,0
25,8,0,3,0,0,8,0,0,10,6,0,0,0
26,8,0,4,5,0,9,0,0,2,0,0,0,0
27,8,0,5,5,9,9,0,0,8,3,4,4,3
28,8,0,4,5,0,9,0,0,8,7,0,0,0
29,8,8,5,5,0,9,0,0,8,2,0,0,0
30,8,8,4,5,0,9,0,0,0,0,0,0,0
31,8,0,5,5,7,9,4,0,9,0,0,0,0
32,8,0,5,5,8,0,0,0,8,0,0,0,0
33,8,9,7,5,9,0,5,8,9,10,10,6,9
34,8,8,7,5,9,0,0,8,7,5,10,5,8
35,8,10,9,5,0,8,0,8,8,10,7,3,1
36,8,0,1,0,0,7,0,0,8,0,0,0,0
37,8,9,6,5,9,9,0,0,8,9,2,1,1
38,8,3,5,5,9,2,0,0,0,0,0,1,1
39,8,1,4,5,4,8,0,0,8,0,0,0,0
40,8,0,2,0,0,9,0,0,8,0,0,0,0
41,8,0,2,0,0,9,0,0,0,0,0,0,0
42,8,0,2,0,0,9,0,0,7,0,0,0,0
43,8,0,2,0,0,9,0,0,8,0,0,0,0
44,8,0,5,5,0,9,0,0,2,0,0,0,0
45,8,1,5,5,6,9,4,0,10,0,4,0,3
46,8,0,5,5,0,9,0,0,9,0,0,0,0
47,8,0,3,0,0,8,0,0,8,0,0,0,0
48,8,2,4,5,0,9,0,0,8,0,0,0,0
49,8,2,4,5,0,8,0,0,8,9,0,0,0
50,8,1,4,0,0,8,0,0,8,0,0,0,0
51,8,1,4,0,0,9,0,0,0,0,0,0,0
52,8,0,3,0,0,9,0,0,2,0,0,0,0
53,8,0,4,0,0,9,0,0,1,0,0,0,0
54,8,0,3,0,0,9,0,0,8,0,0,0,0
55,8,0,4,0,0,9,0,0,8,0,0,0,0
56,8,4,4,0,0,9,0,0,6,0,0,0,3
57,8,2,4,0,2,9,0,0,8,0,0,0,0
58,8,1,5,0,1,8,0,0,8,0,0,0,0
59,8,0,5,0,2,8,0,0,9,0,0,0,0
60,8,0,5,0,1,7,0,0,8,0,1,9,8
61,8,0,5,0,0,7,0,0,2,0,0,0,0
62,8,0,6,0,0,7,0,0,9,0,0,0,0
63,8,0,5,0,0,7,0,0,8,0,0,0,0
64,8,1,5,0,6,7,0,0,8,0,0,0,0
65,8,0,5,0,2,6,0,0,7,0,0,0,0
66,8,5,4,0,2,6,0,0,8,0,0,0,0
67,8,5,5,0,1,7,0,0,0,0,0,0,0
68,8,4,6,0,0,6,0,0,8,4,7,8,2
69,8,0,4,0,0,7,0,0,8,0,0,0,0
70,8,0,5,0,0,8,0,0,8,0,0,0,0
71,8,0,3,0,0,9,0,0,8,0,0,0,0
72,8,0,5,0,4,9,0,0,8,0,0,0,0
73,8,0,5,0,2,8,0,0,8,0,0,0,0
74,8,0,5,0,4,8,0,0,8,0,0,0,0
75,8,0,5,0,0,9,0,0,8,0,0,0,0
76,8,0,4,0,0,9,0,0,10,0,0,0,0
77,8,0,4,0,0,8,0,0,8,0,0,0,0
78,8,0,0,0,0,8,0,0,8,0,0,0,0
79,8,0,0,0,0,8,0,0,9,0,0,0,0
1,9,0,1,0,0,8,0,0,7,8,0,0,0
2,9,0,2,0,0,8,2,0,1,8,0,0,0
3,9,0,1,0,0,7,0,0,1,0,0,0,0
4,9,2,2,0,0,6,9,0,1,10,0,0,0
5,9,0,1,0,0,8,0,0,1,0,0,0,0
6,9,5,4,0,4,8,0,0,1,0,0,0,0
7,9,8,3,0,3,7,0,0,8,0,0,0,0
8,9,0,3,0,2,7,0,0,7,0,0,0,0
9,9,0,3,0,2,7,0,0,0,0,0,0,0
10,9,5,4,0,0,7,0,0,1,0,0,0,2
11,9,0,5,0,0,7,0,0,8,0,0,0,0
12,9,0,7,0,0,8,0,0,8,0,0,0,0
13,9,10,7,0,8,8,0,0,8,1,5,7,8
14,9,0,3,0,0,8,0,0,8,0,0,0,0
15,9,0,7,0,0,8,0,0,7,0,10,10,7
16,9,0,5,0,0,8,0,0,8,0,0,0,0
17,9,0,4,0,0,8,0,0,9,0,0,0,0
18,9,0,7,0,9,7,6,0,8,3,10,7,9
19,9,0,4,0,0,7,0,0,9,2,10,4,8
20,9,0,3,0,0,7,0,0,8,0,0,0,0
21,9,0,4,0,0,7,0,0,6,0,0,0,0
22,9,0,5,0,0,0,0,8,10,0,0,0,0
23,9,0,5,0,0,8,0,0,4,0,0,0,0
24,9,10,7,0,9,8,0,0,8,10,10,9,10
25,9,0,4,0,0,8,0,0,9,10,0,0,4
26,9,0,4,0,0,7,0,0,8,5,0,0,0
27,9,0,6,0,0,8,0,0,7,2,0,0,0
28,9,0,4,0,0,8,0,0,7,4,0,0,0
29,9,0,5,0,0,8,7,0,7,10,0,0,0
30,9,0,4,0,0,8,6,0,0,1,0,0,0
31,9,0,5,0,8,8,6,0,8,0,0,1,2
32,9,0,5,0,9,0,7,0,7,0,0,0,0
33,9,0,5,0,0,0,0,0,8,0,0,0,0
34,9,0,2,0,0,7,0,0,6,0,0,0,0
35,9,0,3,0,0,8,0,0,7,0,0,0,0
36,9,0,1,0,0,8,0,0,7,0,0,0,0
37,9,0,5,0,0,8,0,0,7,0,0,0,0
38,9,2,5,0,0,8,0,0,0,0,0,0,0
39,9,1,4,0,0,9,0,0,7,0,0,0,0
40,9,0,2,0,0,8,0,0,7,0,0,0,0
41,9,0,2,0,0,8,0,0,0,0,0,0,0
42,9,0,2,0,0,8,0,0,6,0,0,0,0
43,9,0,2,0,0,8,0,0,6,0,0,0,0
44,9,0,5,0,0,8,0,0,7,0,0,0,0
45,9,0,5,0,0,8,0,0,8,0,0,0,0
46,9,5,5,0,0,8,0,0,7,0,0,2,0
47,9,0,4,0,0,8,0,0,7,0,0,0,0
48,9,3,4,0,0,8,0,0,7,0,0,0,0
49,9,4,4,0,8,7,0,0,7,6,0,0,0
50,9,2,4,0,0,8,0,0,6,0,0,0,0
51,9,1,4,0,0,8,0,0,0,0,0,0,0
52,9,0,4,0,0,8,0,0,6,0,0,0,0
53,9,0,4,5,0,8,0,0,1,0,0,0,0
54,9,0,3,0,0,8,0,0,7,0,0,0,0
55,9,2,4,5,0,9,0,0,7,0,0,0,0
56,9,5,4,5,8,8,0,0,4,0,0,0,0
57,9,3,4,5,1,8,0,0,7,0,0,0,0
58,9,5,5,5,5,9,0,0,7,0,0,0,0
59,9,8,5,5,3,8,0,0,8,4,0,0,0
60,9,0,5,5,3,7,0,0,7,0,0,0,0
61,9,0,5,5,0,7,1,0,8,0,0,0,0
62,9,0,6,5,0,7,0,0,8,3,0,0,3
63,9,0,5,5,0,7,0,0,9,0,0,0,0
64,9,0,5,5,0,7,0,0,7,0,0,0,0
65,9,0,5,5,1,6,2,0,8,0,0,0,0
66,9,8,4,5,6,6,0,0,7,0,3,7,3
67,9,0,5,5,3,7,0,0,0,0,0,0,0
68,9,6,6,5,0,6,0,0,6,2,0,0,0
69,9,1,4,5,0,7,1,0,6,0,0,0,0
70,9,1,5,5,0,7,0,0,7,0,0,0,0
71,9,0,3,5,0,8,0,0,6,0,0,0,0
72,9,8,6,5,6,8,1,0,9,0,0,0,0
73,9,8,5,5,2,7,0,0,6,0,0,0,0
74,9,0,5,5,6,7,0,0,7,0,0,0,0
75,9,7,6,5,3,8,0,0,6,8,6,8,3
76,9,0,4,5,0,8,0,0,9,0,0,0,0
77,9,0,4,5,0,7,0,0,7,0,0,0,0
78,9,0,0,5,0,7,0,0,7,0,0,0,0
79,9,0,0,5,0,7,0,0,8,0,0,0,0
1,10,0,0,0,0,9,0,0,9,8,0,0,0
2,10,0,3,0,0,7,0,0,3,8,0,0,1
3,10,0,1,0,0,6,0,0,3,0,0,0,1
4,10,8,3,0,6,5,0,0,8,10,3,0,3
5,10,0,1,0,0,7,0,0,1,0,0,0,0
6,10,8,5,0,6,10,0,0,8,2,0,0,3
7,10,9,4,0,4,8,0,0,9,0,9,2,7
8,10,0,4,0,8,8,0,0,9,0,0,0,1
9,10,5,5,0,8,8,0,0,2,0,4,0,8
10,10,0,5,0,0,6,0,0,2,0,0,0,1
11,10,10,6,0,0,6,0,0,9,0,0,0,4
12,10,10,8,0,8,9,10,0,9,1,7,8,4
13,10,0,4,0,8,9,0,0,9,1,0,2,5
14,10,7,5,0,0,9,0,0,9,0,7,9,3
15,10,6,4,0,0,9,0,0,8,0,0,0,3
16,10,9,7,0,0,9,0,0,8,0,7,8,8
17,10,8,6,0,0,9,0,0,10,0,9,4,9
18,10,8,6,0,0,8,0,0,9,0,0,2,6
19,10,0,4,0,8,8,0,0,9,0,0,1,5
20,10,0,4,0,0,8,0,0,9,0,3,0,6
21,10,8,6,0,0,8,0,0,9,0,3,0,8
22,10,10,5,0,0,0,0,0,10,0,8,6,10
23,10,0,6,0,0,10,0,0,7,0,0,0,7
24,10,10,6,0,8,8,0,0,9,10,0,1,8
25,10,0,4,0,5,8,0,0,10,10,0,0,3
26,10,10,5,0,8,8,0,0,7,10,3,0,8
27,10,0,6,0,0,9,0,0,9,9,0,0,9
28,10,0,5,0,0,9,0,0,9,9,8,0,5
29,10,8,7,0,0,9,0,0,9,10,4,0,10
30,10,8,5,0,8,9,0,0,9,8,4,0,10
31,10,0,6,0,8,9,0,0,9,0,5,0,8
32,10,0,6,0,9,0,0,0,9,0,5,0,3
33,10,9,5,0,0,0,0,0,9,0,0,1,0
34,10,7,10,0,0,8,0,0,8,0,0,1,1
35,10,7,4,0,0,8,0,0,9,0,0,0,0
36,10,0,1,0,0,7,0,0,9,0,0,0,0
37,10,7,5,0,0,9,0,0,9,0,0,0,0
38,10,2,6,0,0,2,1,0,10,0,0,1,1
39,10,1,4,0,0,8,0,0,9,0,0,0,0
40,10,0,2,0,0,9,0,0,9,0,0,0,0
41,10,0,2,0,0,8,0,0,0,0,0,0,0
42,10,0,2,0,0,8,0,0,9,0,0,0,0
43,10,0,2,0,0,8,2,0,9,0,0,0,0
44,10,0,6,0,0,8,0,0,8,0,0,4,0
45,10,2,5,0,4,8,0,0,10,0,9,2,8
46,10,9,6,0,8,8,9,0,8,3,10,10,8
47,10,3,5,0,0,8,0,0,6,0,2,0,2
48,10,8,4,0,6,8,0,0,9,6,0,0,3
49,10,7,4,0,0,8,0,0,9,10,10,8,8
50,10,2,4,0,0,8,0,0,9,0,0,0,0
51,10,1,4,0,0,9,0,0,0,0,0,0,0
52,10,0,5,0,0,9,0,0,7,0,0,0,0
53,10,0,5,0,2,9,0,0,1,0,4,1,4
54,10,0,3,0,0,8,0,0,9,0,0,1,2
55,10,5,5,0,8,8,0,0,9,0,8,0,4
56,10,6,4,0,0,9,0,0,7,0,0,0,0
57,10,5,4,0,7,9,0,0,9,0,0,0,0
58,10,7,5,0,4,8,0,0,9,0,0,0,0
59,10,9,6,0,6,8,0,0,9,2,2,0,0
60,10,7,6,0,9,7,0,0,9,0,10,0,0
61,10,0,6,0,0,7,0,0,7,0,0,0,0
62,10,0,7,0,0,7,0,0,9,0,0,7,0
63,10,0,6,0,6,7,0,0,8,0,4,0,4
64,10,0,5,0,2,7,0,0,6,0,0,0,6
65,10,1,6,0,9,6,0,0,9,0,5,3,6
66,10,8,4,0,7,6,0,0,9,0,10,9,0
67,10,5,6,0,5,8,0,0,0,0,0,0,0
68,10,8,6,0,1,6,0,0,9,5,10,2,9
69,10,5,5,0,0,7,0,0,9,0,0,0,0
70,10,6,6,0,0,8,0,0,9,0,0,0,0
71,10,0,3,0,0,8,0,0,9,0,0,0,0
72,10,10,7,0,8,8,0,0,9,2,9,9,10
73,10,8,6,0,4,8,0,0,7,7,2,6,0
74,10,10,6,0,4,8,0,0,9,6,0,1,7
75,10,9,7,0,5,8,0,0,7,5,10,0,9
76,10,0,4,0,0,8,1,0,10,0,0,0,0
77,10,0,4,0,0,8,0,0,9,3,4,0,5
78,10,0,0,0,0,8,0,0,9,0,10,6,5
79,10,3,0,0,2,8,0,0,9,2,7,1,6
